gene	180919-190527_Brain_S35	32160466_EXO_S13	32160120_EXO_S8	32160246_EXO_S10	32170365_EXO_S26	32170367_EXO_S27	32152451_EXO_S5	32161246_EXO_S18	32170368_EXO_S28	32170400_EXO_S30	32160472_EXO_S14	32160241_EXO_S9	32152359_EXO_S1	32161415_EXO_S22	32161252_EXO_S19	32170381_EXO_S29	32152366_EXO_S2	32150043_EXO_S34	32170453_EXO_S31	32170276_EXO_S24	32152381_EXO_S3	32161367_EXO_S21	32160457_EXO_S12	32152446_EXO_S4	32160782_EXO_S17	32160083_EXO_S7	32170613_EXO_S32	32160323_EXO_S11	32170644_EXO_S33	32160600_EXO_S15	32161358_EXO_S20	32160028_EXO_S6	32160766_EXO_S16	32170346_EXO_S25	32170068_EXO_S23
hsa-miR-361-3p	8048.0	841.0	129.0	183.0	1008.0	782.0	431.0	118.0	106.0	55.0	136.0	107.0	326.0	177.0	154.0	349.0	449.0	46.0	435.0	818.0	447.0	755.0	455.0	285.0	489.0	250.0	17.0	248.0	154.0	741.0	160.0	333.0	12.0	217.0	66.0
hsa-miR-484	2990.0	464.0	105.0	114.0	1369.0	892.0	208.0	68.0	137.0	69.0	143.0	53.0	113.0	100.0	158.0	396.0	253.0	36.0	341.0	557.0	243.0	602.0	254.0	289.0	376.0	171.0	29.0	94.0	99.0	421.0	65.0	222.0	8.0	172.0	67.0
hsa-miR-3622a-3p	44.0	0.0	0.0	0.0	3.0	0.0	0.0	7.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
hsa-miR-5589-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0
hsa-miR-30b-3p	163.0	41.0	42.0	36.0	121.0	26.0	48.0	27.0	18.0	0.0	14.0	0.0	7.0	0.0	38.0	1.0	34.0	0.0	28.0	108.0	19.0	116.0	35.0	6.0	15.0	32.0	48.0	32.0	46.0	23.0	26.0	17.0	0.0	10.0	3.0
hsa-miR-1301-3p	7882.0	122.0	31.0	47.0	98.0	159.0	119.0	39.0	42.0	19.0	18.0	24.0	38.0	46.0	36.0	80.0	48.0	25.0	133.0	137.0	46.0	116.0	66.0	39.0	67.0	95.0	23.0	41.0	30.0	167.0	21.0	51.0	5.0	33.0	24.0
hsa-miR-3926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
hsa-miR-6715b-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3924	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-8485	17.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	10.0	0.0	21.0	0.0	0.0	0.0	0.0	2.0	3.0	18.0	0.0	16.0	0.0	7.0	12.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
hsa-miR-3923	0.0	0.0	6.0	40.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	11.0	11.0	0.0	12.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-7161-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
hsa-miR-2114-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
hsa-miR-3920	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-629-5p	415.0	73.0	10.0	28.0	203.0	100.0	62.0	21.0	32.0	0.0	49.0	0.0	15.0	29.0	19.0	20.0	26.0	0.0	0.0	32.0	62.0	28.0	74.0	27.0	21.0	12.0	0.0	2.0	2.0	60.0	10.0	42.0	0.0	11.0	8.0
hsa-miR-2467-5p	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-5006-3p	15.0	0.0	0.0	0.0	7.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0
hsa-miR-1298-3p	216.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-493-3p	91.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	10.0	0.0	0.0	0.0	7.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-4520-2-3p	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	4.5	0.0	0.0	0.0	0.0	0.0
hsa-miR-548c-3p	4.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-218-2-3p	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3190-3p	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-122-5p	96.0	6.0	19.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	31.0	0.0	0.0	2.0	0.0	0.0	25.0	49.0	0.0	0.0	0.0	23.0	0.0
hsa-miR-6769b-3p	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0
hsa-miR-3919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3918	0.0	8.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-582-3p	386.0	32.0	2.0	16.0	81.0	75.0	14.0	7.0	10.0	1.0	15.0	0.0	8.0	35.0	0.0	2.0	12.0	0.0	9.0	32.0	10.0	47.0	20.0	10.0	21.0	0.0	0.0	7.0	0.0	10.0	5.0	20.0	0.0	3.0	0.0
hsa-miR-3917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3916	0.0	20.0	2.0	14.0	1.0	24.0	17.0	12.0	5.0	0.0	8.0	16.0	15.0	2.0	13.0	46.0	7.0	1.0	1.0	29.0	5.0	0.0	14.0	4.0	19.0	22.0	0.0	3.0	34.0	15.0	57.0	1.0	1.0	2.0	0.0
hsa-miR-3914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6812-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	9.0
hsa-miR-642a-5p	42.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	0.0	4.0	0.0	2.0	5.0	0.0	0.0	15.0	0.0	0.0	10.5	5.0	0.0	17.0	0.0	12.5	0.0	0.0	5.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4687-3p	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	4.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6766-3p	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3911	0.0	8.0	0.0	9.0	0.0	0.0	0.0	0.0	6.0	0.0	3.0	0.0	15.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
hsa-miR-211-5p	103.5	29.5	10.0	2.5	12.5	83.5	10.5	3.0	26.0	30.5	8.5	0.0	7.0	0.5	2.0	45.5	17.5	1.5	51.5	64.0	11.5	5.0	32.5	25.0	25.0	20.0	1.0	6.5	2.5	14.5	5.0	6.5	0.0	0.5	0.5
hsa-miR-3910	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4724-5p	0.0	1.0	0.0	0.0	4.0	15.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	1.0	0.0	5.0	8.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	15.0	0.0	3.0	0.0	0.0	0.0	0.0
hsa-miR-6803-5p	0.0	2.0	0.0	20.0	0.0	21.0	27.0	0.0	33.0	0.0	6.5	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	19.0	0.0	69.0	0.0	13.0	0.0	3.0	0.0	0.0	0.0	3.5
hsa-miR-3059-3p	29.0	7.0	0.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	3.0	1.0	7.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hsa-miR-3912-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-671-3p	603.0	31.0	9.0	16.0	130.0	76.0	20.0	18.0	17.0	38.0	11.0	4.0	23.0	15.0	3.0	12.0	19.0	0.0	20.0	45.0	17.0	0.0	37.0	17.0	21.0	11.0	0.0	22.0	7.0	47.0	8.0	16.0	0.0	22.0	0.0
hsa-miR-92b-5p	172.0	14.0	28.0	8.0	3.0	1.0	2.0	0.0	0.0	0.0	6.0	0.0	5.0	14.0	22.0	0.0	15.0	0.0	0.0	15.0	4.0	20.0	8.0	11.0	27.0	12.0	0.0	2.0	0.0	26.0	5.0	7.0	0.0	3.0	0.0
hsa-miR-6757-5p	0.0	11.0	0.0	0.0	3.0	22.0	4.0	8.0	61.0	0.0	4.0	0.0	1.0	1.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	10.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
hsa-miR-107	5952.5	281.67	52.0	41.67	329.0	440.67	107.67	39.33	60.33	61.67	54.67	19.67	33.33	46.67	133.33	144.33	77.0	24.67	166.0	200.0	133.83	304.0	92.0	136.0	114.0	100.0	10.67	98.33	47.33	253.67	29.0	163.33	9.0	82.0	30.0
hsa-miR-4776-3p	0.0	1.0	0.0	0.0	8.0	29.0	0.0	0.0	4.0	0.0	0.0	0.0	7.0	0.0	0.0	37.0	0.0	0.0	0.0	7.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	6.0	10.0	0.0	3.0	0.0	0.0
hsa-miR-466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
hsa-miR-6855-3p	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-24-2-5p	132.0	99.0	20.0	4.0	16.0	76.0	51.0	11.0	0.0	39.0	16.0	23.0	3.0	17.0	14.0	0.0	6.0	0.0	11.0	95.0	35.0	16.0	36.0	24.0	29.0	2.0	0.0	14.0	23.0	62.0	11.0	16.0	0.0	9.0	0.0
hsa-miR-6846-5p	0.0	0.0	0.0	0.0	0.0	0.0	13.0	3.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-let-7b-5p	228254.06	70263.2	9923.0	17953.25	149826.32	65759.15	34753.48	15617.3	11700.3	23143.97	22838.91	6180.38	20805.4	19895.35	17221.05	28289.39	37379.65	11207.3	39707.55	96955.92	37259.85	60405.07	34187.58	26108.65	63633.25	23932.62	3358.75	20001.2	12823.6	68309.28	10682.18	74953.85	1053.15	28271.52	12212.3
hsa-miR-3909	86.0	0.0	0.0	8.0	56.0	0.0	12.0	1.0	23.0	0.0	0.0	0.0	4.0	0.0	9.0	0.0	10.0	0.0	0.0	5.0	12.0	13.0	12.0	19.0	4.0	16.0	0.0	15.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0
hsa-miR-3908	0.0	58.0	24.0	36.0	13.0	24.0	62.0	33.0	43.0	0.0	69.0	9.0	0.0	20.0	31.0	21.0	13.0	34.0	30.0	25.0	41.0	63.0	36.0	27.0	4.0	13.0	20.0	11.0	29.0	35.0	88.0	29.0	32.0	39.0	100.0
hsa-miR-3907	0.0	0.0	0.0	0.0	67.0	0.0	1.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	2.0	14.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	17.0
hsa-miR-939-5p	32.0	9.0	10.0	0.0	39.0	15.0	0.0	0.0	0.0	0.0	8.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	2.0	7.0	12.0	9.0	8.0	16.0	0.0	4.0	0.0	2.0	3.0	66.0	0.0	12.0	0.0
hsa-miR-7161-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	7.0	25.0	0.0	0.0	0.0
hsa-miR-1273h-5p	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6889-5p	0.0	14.0	19.0	22.0	3.0	11.0	10.0	9.0	23.0	67.0	0.0	2.0	13.0	0.0	8.0	0.0	6.0	52.0	0.0	5.0	9.0	0.0	11.0	9.0	0.0	4.0	0.0	3.0	64.0	3.0	3.0	27.0	4.0	0.0	0.0
hsa-miR-629-3p	0.0	4.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	10.0	0.0	0.0	3.0	0.0	5.0	0.0	5.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
hsa-miR-10399-5p	43.0	12.0	0.0	0.0	29.0	4.0	27.0	4.0	0.0	0.0	2.0	5.0	1.0	0.0	11.0	0.0	13.0	0.0	0.0	13.0	5.0	0.0	4.0	6.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	11.0	17.0
hsa-miR-7152-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-2467-3p	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-664b-5p	46.0	1.0	1.0	0.0	11.0	8.0	45.0	2.0	1.0	0.0	11.0	0.0	3.0	0.0	13.0	0.0	11.0	0.0	0.0	11.0	11.0	14.0	2.0	5.0	4.0	12.0	0.0	0.0	8.0	13.0	0.0	0.0	0.0	0.0	9.0
hsa-miR-1237-5p	0.0	0.0	0.0	0.0	14.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	10.0	0.0	7.0	0.0	0.0	12.0	0.0	2.0
hsa-miR-432-5p	8520.0	17.0	0.0	0.0	0.0	36.0	0.0	0.0	2.0	35.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	15.0	4.0	1.0	5.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	15.0	0.0	9.0	0.0
hsa-miR-3688-3p	17.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6790-5p	0.0	12.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	32.0	4.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0
hsa-miR-135b-5p	302.33	883.0	168.33	166.0	384.33	896.33	976.0	306.0	215.0	100.0	263.0	119.0	354.0	715.33	191.33	27.0	162.33	82.0	239.0	1121.67	1183.0	323.0	897.67	339.33	441.0	212.0	60.0	333.0	300.0	2295.0	174.0	395.0	13.0	263.0	250.0
hsa-miR-7846-3p	23.0	5.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	127.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
hsa-miR-518b	18.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3679-5p	78.0	2.0	0.0	0.0	0.0	15.0	13.0	3.0	0.0	0.0	5.0	1.0	6.0	0.0	3.0	59.0	5.0	0.0	5.0	0.0	1.0	9.0	0.0	19.0	12.0	0.0	1.0	0.0	0.0	2.0	14.0	0.0	0.0	14.0	0.0
hsa-miR-19a-3p	182.33	43.0	17.0	21.0	78.33	27.0	1.0	1.0	8.0	0.0	25.0	0.0	11.0	5.0	10.0	14.0	4.33	0.0	47.0	50.0	19.0	21.0	12.0	16.33	2.0	0.0	0.0	10.0	0.0	21.0	7.0	13.0	1.0	3.33	0.0
