gene	32152253_EXO_S33	180913-190529_Brain_S36	32151859_EXO_S28	32150292_EXO_S9	32152341_EXO_S35	32151226_EXO_S21	32150013_EXO_S3	32150698_EXO_S12	32151984_EXO_S30	32152084_EXO_S31	32150243_EXO_S8	32151180_EXO_S20	32141643_EXO_S1	32141786_EXO_S2	32150076_EXO_S4	32150849_EXO_S15	32151444_EXO_S22	32150163_EXO_S7	32151565_EXO_S23	32151026_EXO_S17	32150825_EXO_S13	32152273_EXO_S34	32151691_EXO_S25	32150844_EXO_S14	32150424_EXO_S10	32152094_EXO_S32	32151125_EXO_S18	32150080_EXO_S5	32151765_EXO_S27	32151881_EXO_S29	32150696_EXO_S11	32151725_EXO_S26	32150993_EXO_S16	32150147_EXO_S6	32151667_EXO_S24	32151152_EXO_S19
hsa-miR-449b-3p	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	4.0	0.0
hsa-miR-4776-5p	2.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	6.0	0.0	0.0	0.0	0.0
hsa-miR-6855-5p	14.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	3.0	1.0	7.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	9.0	0.0	0.0	8.0	0.0	0.0	15.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-361-3p	377.0	2776.0	330.0	12.0	155.0	0.0	48.0	289.0	98.0	575.0	4.0	1.0	31.0	45.0	321.0	21.0	435.0	53.0	45.0	896.0	70.0	241.0	4.0	0.0	322.0	63.0	507.0	138.0	9.0	337.0	942.0	360.0	36.0	416.0	23.0	794.0
hsa-miR-484	229.0	1547.0	213.0	0.0	82.0	1.0	13.0	560.0	90.0	400.0	8.0	47.0	28.0	12.0	183.0	17.0	391.0	58.0	44.0	585.0	62.0	166.0	13.0	52.0	77.0	39.0	65.0	116.0	23.0	165.0	531.0	200.0	1.0	222.0	20.0	602.0
hsa-miR-3622a-3p	0.0	10.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0
hsa-miR-30b-3p	23.0	71.0	33.0	0.0	16.0	0.0	0.0	30.0	3.0	37.0	0.0	0.0	3.0	6.0	20.0	0.0	15.0	5.0	25.0	26.0	21.0	44.0	0.0	0.0	0.0	18.0	112.0	6.0	0.0	11.0	0.0	19.0	19.0	43.0	8.0	36.0
hsa-miR-6499-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1301-3p	69.0	3037.0	57.0	824.0	17.0	0.0	0.0	124.0	17.0	130.0	1.0	1.0	11.0	16.0	36.0	0.0	89.0	3.0	10.0	309.0	34.0	76.0	0.0	0.0	0.0	4.0	57.0	48.0	0.0	72.0	150.0	42.0	0.0	108.0	1.0	37.0
hsa-miR-3926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6715b-3p	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-8485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	10.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	1.0	1.0	0.0	0.0	5.0	8.0	0.0	0.0	0.0	0.0	0.0	3.0	9.0	0.0	5.0	0.0	0.0	0.0	0.0
hsa-miR-3923	0.0	0.0	8.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	11.0	0.0	0.0	21.0	0.0	3.0	0.0	0.0	0.0	8.0	0.0	0.0	3.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	80.0
hsa-miR-2114-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3920	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-629-5p	17.0	215.0	37.0	0.0	11.0	0.0	15.0	0.0	11.0	40.0	18.0	0.0	0.0	0.0	13.0	0.0	51.0	4.0	3.0	0.0	0.0	11.0	6.0	0.0	0.0	3.0	0.0	12.0	1.0	38.0	0.0	19.0	0.0	39.0	3.0	126.0
hsa-miR-2467-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
hsa-miR-5006-3p	4.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
hsa-miR-1298-3p	0.0	113.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-493-3p	0.0	36.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hsa-miR-4520-2-3p	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0
hsa-miR-548c-3p	0.0	0.14	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-218-2-3p	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3190-3p	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-122-5p	1.0	30.0	3.0	24.0	2.0	3.0	3.0	0.0	3.0	6.0	0.0	87.0	25.0	2.0	6.0	23.0	22.0	18.0	0.0	16.0	8.0	0.0	2.0	1.0	3.0	3.0	9.0	2.0	3.0	3.0	17.0	3.0	1.0	48.0	3.0	2.0
hsa-miR-6769b-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-3919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-582-3p	12.0	122.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	11.0	0.0	0.0	1.0	15.0	3.0	0.0	2.0	12.0	2.0	0.0	49.0	16.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	14.0	0.0	22.0	0.0	14.0	0.0	0.0
hsa-miR-3917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3916	22.0	0.0	8.0	0.0	8.0	0.0	0.0	0.0	3.0	4.0	0.0	0.0	11.0	38.0	22.0	0.0	0.0	21.0	9.0	0.0	0.0	9.0	3.0	0.0	0.0	5.0	91.0	8.0	8.0	7.0	0.0	17.0	0.0	0.0	6.0	0.0
hsa-miR-3915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4733-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3914	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
hsa-miR-642a-5p	0.0	20.5	14.0	0.0	4.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	5.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	4.0	20.5	13.0	0.0	5.0	0.0	0.0
hsa-miR-4687-3p	0.0	5.5	0.0	0.0	0.0	11.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	0.0	0.0	0.0	0.0
hsa-miR-3911	0.0	0.0	1.0	0.0	7.5	0.0	9.0	0.0	0.0	13.0	3.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	8.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
hsa-miR-6766-3p	9.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-211-5p	8.5	9.5	20.0	0.0	5.5	0.0	0.0	2.0	10.5	24.5	0.0	0.0	1.0	0.0	42.0	0.5	26.0	1.5	8.5	57.5	57.5	18.0	1.0	2.5	0.0	8.0	0.5	0.5	0.0	9.0	44.5	7.5	2.0	34.0	1.5	6.5
hsa-miR-3910	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4724-5p	0.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6803-5p	0.0	0.0	0.0	0.0	1.0	1.0	12.0	42.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	8.0	8.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	11.5	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	12.0	0.0
hsa-miR-3059-3p	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3912-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-671-3p	18.0	202.0	22.0	1.0	8.0	0.0	5.0	74.0	8.0	14.0	0.0	1.0	5.0	0.0	3.0	0.0	6.0	0.0	3.0	185.0	44.0	12.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	17.0	37.0	27.0	0.0	26.0	5.0	35.0
hsa-miR-92b-5p	10.0	116.0	26.0	0.0	6.0	0.0	5.0	60.0	7.0	15.0	0.0	0.0	4.0	0.0	5.0	33.0	46.0	2.0	4.0	80.0	0.0	11.0	11.0	0.0	0.0	5.0	141.0	13.0	2.0	13.0	45.0	11.0	0.0	4.0	2.0	191.0
hsa-miR-6757-5p	3.0	0.0	11.0	0.0	17.0	0.0	0.0	0.0	7.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0	12.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	9.0	1.0	0.0	2.0	0.0
hsa-miR-107	66.33	1812.33	51.33	51.33	35.67	0.33	10.67	287.67	26.33	189.33	0.0	1.67	15.67	19.0	113.0	19.67	87.67	7.0	32.0	511.0	101.33	43.33	0.33	17.67	1.0	20.33	705.0	25.33	9.67	64.33	206.33	78.67	0.0	89.0	6.67	223.0
hsa-miR-4776-3p	0.0	3.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	5.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
hsa-miR-6855-3p	0.0	24.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-24-2-5p	11.0	63.0	19.0	0.0	6.0	2.0	0.0	24.0	8.0	40.5	0.0	0.0	1.0	0.0	8.0	0.0	30.0	9.0	0.0	59.0	80.0	16.0	0.0	0.0	0.0	9.0	41.0	13.0	0.0	17.0	1.0	20.0	1.0	14.0	5.0	0.0
hsa-miR-6846-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-let-7b-5p	25837.72	127281.92	28113.8	14929.5	13361.05	1686.2	4911.1	93302.0	12905.9	45377.37	266.25	656.0	9060.95	5006.1	27714.6	7449.5	101333.62	8618.42	6225.91	115120.2	32798.45	36355.35	1435.55	14643.0	14062.25	6095.0	85540.25	17624.2	2067.45	31874.85	123377.08	31863.17	6589.75	37355.3	2455.5	91633.95
hsa-miR-3909	5.0	77.0	0.0	0.0	4.0	0.0	2.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	8.0	0.0	0.0	0.0	6.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	7.0	43.0	3.0	0.0	14.0	0.0	0.0
hsa-miR-3908	16.0	0.0	11.0	0.0	0.0	7.0	93.0	0.0	8.0	9.0	2.0	0.0	0.0	0.0	18.0	0.0	0.0	16.0	18.0	23.0	20.0	12.0	4.0	0.0	0.0	15.0	0.0	19.0	2.0	15.0	42.0	0.0	82.0	36.0	18.0	2.0
hsa-miR-3907	0.0	1.0	3.0	0.0	0.0	0.0	5.0	0.0	8.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	30.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-939-5p	0.0	3.0	9.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0	36.0	6.0	7.0	0.0	0.0	13.0	14.0	0.0	0.0	6.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	10.0	0.0	0.0
hsa-miR-7161-3p	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
hsa-miR-1273h-5p	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6889-5p	0.0	0.0	0.0	0.0	0.0	0.0	19.0	36.0	0.0	6.0	6.0	0.0	16.0	28.0	12.0	0.0	7.0	11.0	10.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0	8.0	15.0	0.0	8.0	0.0	20.0	0.0	0.0
hsa-miR-629-3p	0.0	1.0	6.0	0.0	1.0	0.0	0.0	0.0	2.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	25.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	3.0	0.0	0.0
hsa-miR-10399-5p	5.0	3.0	4.0	0.0	1.0	0.0	1.0	0.0	1.0	13.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	29.0	0.0	61.0
hsa-miR-2467-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-7152-5p	0.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-664b-5p	0.0	11.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	13.0	8.0	0.0	0.0	0.0	8.0	0.0	30.0	0.0	0.0	93.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	10.0	0.0	6.0	0.0	12.0	0.0	0.0
hsa-miR-1237-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	1.0	11.0	1.0	0.0	12.0	0.0	0.0	6.0	0.0
hsa-miR-432-5p	2.0	4817.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	8.0	4.0	0.0	53.0	0.0	5.0	0.0	0.0	0.0	11.0	0.0	0.0	1.0	6.0	0.0	1.0	1.0	14.0	0.0	0.0
hsa-miR-3688-3p	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0
hsa-miR-6790-5p	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	121.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
hsa-miR-7846-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-135b-5p	205.0	86.33	768.33	534.0	200.0	84.0	103.0	570.33	131.0	689.33	4.0	3.0	52.0	78.0	277.0	40.0	556.0	162.0	59.0	1229.33	100.0	387.0	9.0	1.0	1.0	143.33	733.33	207.0	29.0	890.0	430.33	911.0	69.0	585.0	63.0	1158.67
hsa-miR-122-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
hsa-miR-3679-5p	3.0	9.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	7.0	0.0	5.0	0.0	5.0	0.0	0.0
hsa-miR-19a-3p	18.0	42.33	13.0	1.0	2.0	1.0	5.0	130.0	2.0	18.0	0.0	0.0	0.0	7.0	3.0	0.0	7.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	16.0	0.0	9.0	0.0	6.0	0.0	30.0	1.0	1.0
