gene	32160965_EXO_S9	32160622_EXO_S5	32161245_EXO_S17	32170434_EXO_S28	32160340_EXO_S2	32161045_EXO_S12	32170383_EXO_S25	32170272_EXO_S24	32160628_EXO_S6	32161104_EXO_S15	32161237_EXO_S16	32170016_EXO_S20	181004-190521_Brain_S35	32161013_EXO_S11	32170385_EXO_S26	32150161_EXO_S32	32160612_EXO_S4	32161253_EXO_S18	32170268_EXO_S22	32170269_EXO_S23	32150116_EXO_S31	32161004_EXO_S10	32161392_EXO_S19	32160765_EXO_S8	32170450_EXO_S29	32160373_EXO_S3	32160284_EXO_S1	32170409_EXO_S27	32170083_EXO_S21	32161065_EXO_S14	32150978_EXO_S34	32161046_EXO_S13	32160670_EXO_S7	32170652_EXO_S30	32150704_EXO_S33
hsa-miR-3926	0.0	0.0	0.0	1.0	0.0	14.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-6715b-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-8485	9.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	12.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3923	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-7161-5p	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-629-5p	60.0	55.0	39.0	55.0	0.0	59.0	43.0	72.0	0.0	14.0	54.0	86.0	1057.0	44.0	17.0	29.0	9.0	52.0	0.0	0.0	136.0	112.0	3.0	0.0	55.0	13.0	1.0	0.0	43.0	9.0	24.0	30.0	1.0	272.0	12.0
hsa-miR-5006-3p	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	21.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0
hsa-miR-1298-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	527.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-493-3p	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.0	0.0	3.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
hsa-miR-4520-2-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	6.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0
hsa-miR-218-2-3p	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3190-3p	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
hsa-miR-122-5p	1.0	1.0	1.0	0.0	21.0	3.0	0.0	0.0	1.0	12.0	0.0	2.0	141.0	31.0	1.0	1170.0	0.0	1.0	0.0	0.0	11.0	5.0	10.0	12.0	0.0	0.0	1.0	0.0	0.0	2.0	528.0	2.0	0.0	40.0	387.0
hsa-miR-3919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-582-3p	11.0	13.0	9.0	31.0	14.0	13.0	13.0	6.0	14.0	11.0	0.0	29.0	918.0	0.0	16.0	1.0	44.0	39.0	35.0	0.0	45.0	0.0	8.0	0.0	46.0	1.0	0.0	10.0	25.0	40.0	0.0	0.0	0.0	55.0	18.0
hsa-miR-3918	11.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3917	0.0	0.0	1.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hsa-miR-3916	0.0	8.0	28.0	9.0	1.0	0.0	22.0	18.0	0.0	11.0	12.0	9.0	0.0	0.0	51.0	0.0	1.0	15.0	20.0	12.0	11.0	42.0	28.0	8.0	4.0	6.0	17.0	0.0	34.0	0.0	0.0	14.0	54.0	25.0	0.0
hsa-miR-4733-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
hsa-miR-3914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
hsa-miR-6812-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-642a-5p	0.0	12.0	0.0	5.0	0.0	12.0	0.0	0.0	0.0	0.0	3.0	11.0	78.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	5.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0
hsa-miR-4687-3p	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	9.5	6.5	0.0	0.5	9.5	0.0	0.0	0.0	0.0	16.5	7.5	5.5	18.5	9.0	0.0	0.0	0.0	0.0	42.5	0.0	15.5	0.0
hsa-miR-6766-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3911	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.5	3.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	12.0	38.0	0.0
hsa-miR-211-5p	1.5	19.0	2.5	36.5	64.5	20.5	18.0	28.5	2.0	0.0	6.5	50.5	62.5	2.5	8.5	18.0	6.0	49.0	0.5	5.0	15.0	8.5	0.5	0.5	23.5	0.0	1.0	1.5	2.0	0.5	1.0	0.0	1.0	43.0	60.0
hsa-miR-3910	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-520a-5p	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4724-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3059-3p	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	1.0	1.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	16.0	0.0	0.0	1.0	0.0
hsa-miR-6803-5p	6.0	13.0	18.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	3.0	7.0	17.0	15.0	0.0	0.0	32.0	3.0	0.0	0.0	0.0	14.0	0.0	0.0	5.0	0.0	8.0	0.0	0.0	12.0	14.0	0.0	15.0	2.0
hsa-miR-671-3p	21.0	18.0	25.0	90.0	38.0	61.0	9.0	37.0	0.0	0.0	70.0	68.0	980.0	0.0	15.0	25.0	0.0	42.0	0.0	26.0	29.0	0.0	9.0	31.0	25.0	0.0	1.0	4.0	14.0	27.0	0.0	12.0	0.0	71.0	18.0
hsa-miR-92b-5p	5.0	15.0	20.0	18.0	57.0	25.0	13.0	76.0	0.0	0.0	1.0	34.0	745.0	71.0	0.0	11.0	0.0	60.0	7.0	0.0	34.0	0.0	0.0	0.0	29.0	1.0	22.0	0.0	4.0	0.0	1.0	0.0	24.0	1.0	34.0
hsa-miR-6757-5p	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	33.0	0.0	27.0	0.0	0.0	8.0	10.0	0.0	0.0	6.0	4.0	1.0	1.0	2.0	15.0	12.0	0.0	0.0	18.0	0.0	0.0	0.0
hsa-miR-107	94.0	116.67	179.67	166.33	86.67	125.33	84.0	212.33	87.67	23.67	279.0	267.33	6304.17	105.33	45.33	92.5	38.0	93.0	14.67	11.0	98.67	147.0	6.33	30.33	94.67	18.0	4.0	1.0	94.33	36.67	0.33	16.33	15.67	81.0	49.33
hsa-miR-4776-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	28.0	0.0	0.0	3.0	14.0	0.0	0.0	0.0	0.0	0.0	27.0	6.0	0.0	35.0	2.0	9.0	0.0	5.0	18.0	0.0	0.0	0.0
hsa-miR-466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6855-3p	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-24-2-5p	45.0	82.0	58.0	26.0	44.0	70.0	37.0	50.0	0.0	54.0	97.0	88.0	193.0	0.0	13.0	0.0	15.0	50.0	13.0	0.0	77.0	71.0	11.0	0.0	48.0	0.0	62.0	5.0	47.0	18.0	0.0	0.0	0.0	102.0	38.0
hsa-miR-6846-5p	0.0	1.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	6.0	0.0	6.0	0.0	0.0	0.0	13.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	7.0
hsa-let-7b-5p	42510.45	154455.56	66160.27	125744.27	65721.23	146089.16	52847.1	114940.38	53769.9	21771.37	126010.37	132745.79	798778.32	94099.1	29508.9	59026.85	19196.0	150296.25	17464.42	18572.52	216643.63	129065.22	10619.04	16640.1	104681.86	3842.22	16614.5	9074.25	41768.42	40238.0	4548.3	10274.85	2096.7	373938.7	177618.17
hsa-miR-3909	10.0	6.0	0.0	7.0	0.0	21.0	9.0	15.0	0.0	6.0	18.0	15.0	148.0	0.0	0.0	43.0	0.0	24.0	0.0	1.0	83.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	11.0	0.0	13.0	0.0	12.0	13.0
hsa-miR-3908	42.0	32.0	44.0	38.0	11.0	109.0	12.0	18.0	26.0	20.0	23.0	8.0	0.0	0.0	18.0	22.0	0.0	10.0	4.0	64.0	10.0	0.0	24.0	15.0	30.0	0.0	1.0	8.0	27.0	37.0	13.0	0.0	0.0	1.0	60.0
hsa-miR-3907	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0
hsa-miR-939-5p	10.0	0.0	0.0	9.0	0.0	0.0	20.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	1.0	0.0	9.0	0.0	1.0	0.0	32.0	1.0	19.0	7.0	5.0	31.0	12.0	0.0	2.0	0.0	0.0
hsa-miR-1273h-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
hsa-miR-7161-3p	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	32.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6889-5p	0.0	24.0	0.0	0.0	20.0	15.0	3.0	14.0	13.0	0.0	13.0	3.0	0.0	13.0	5.0	10.0	14.0	0.0	19.0	0.0	0.0	0.0	16.0	0.0	17.0	9.0	12.0	0.0	4.0	0.0	17.0	11.0	0.0	0.0	1.0
hsa-miR-629-3p	0.0	0.0	0.0	8.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	20.0	0.0	6.0	0.0	0.0	7.0	4.0	0.0	0.0	25.0	0.0	14.0	4.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-10399-5p	9.0	32.0	21.0	5.0	0.0	33.0	38.0	22.0	0.0	0.0	0.0	2.0	46.0	0.0	0.0	0.0	0.0	9.0	0.0	10.0	19.0	81.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-7152-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	27.0	0.0	14.0	0.0	0.0	0.0
hsa-miR-2467-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-664b-5p	5.0	40.0	0.0	27.0	0.0	33.0	34.0	19.0	0.0	1.0	23.0	21.0	91.0	0.0	15.0	4.0	0.0	14.0	0.0	0.0	15.0	0.0	0.0	35.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0
hsa-miR-432-5p	26.0	66.0	66.0	0.0	1.0	15.0	0.0	5.0	30.0	0.0	41.0	1.0	19986.0	0.0	15.0	8.0	0.0	1.0	14.0	12.0	47.0	25.0	4.0	0.0	17.0	0.0	14.0	1.0	0.0	0.0	1.0	0.0	0.0	59.0	63.0
hsa-miR-1237-5p	10.0	0.0	17.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	11.0	4.0	4.0	0.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3688-3p	0.0	7.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6790-5p	10.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	1.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	1.0
hsa-miR-135b-5p	348.33	1255.0	820.33	623.0	679.33	659.0	926.33	1056.33	96.33	143.0	700.0	1282.33	502.0	526.33	278.33	172.0	315.0	538.0	196.0	57.0	533.67	1114.0	218.67	135.0	1081.33	102.0	197.0	23.0	179.0	336.33	17.0	95.0	1.0	1195.67	1229.67
hsa-miR-7846-3p	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0
hsa-miR-518b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-122-3p	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hsa-miR-3679-5p	24.0	17.0	23.0	0.0	1.0	0.0	0.0	7.0	0.0	0.0	30.0	17.0	45.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	6.0	46.0	5.0	0.0	2.0	0.0	0.0	5.0	16.0	0.0	0.0	0.0	0.0	32.0	27.0
hsa-miR-19a-3p	5.0	23.0	38.33	5.33	0.0	14.33	18.0	44.33	0.0	19.0	39.0	37.67	122.67	6.0	18.0	0.0	0.0	45.0	25.0	0.0	47.0	19.0	0.0	24.33	29.33	0.0	0.0	3.0	22.0	42.0	0.0	0.0	0.0	0.0	14.0
hsa-miR-4524a-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-302d-5p	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-642a-3p	19.0	36.0	11.0	36.0	22.0	2.0	0.0	59.0	1.0	4.0	0.0	27.5	210.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	35.0	17.0	0.0	16.0	0.0	30.5	0.0	0.0	0.0	0.0	43.0	0.0
